,FRA_ARCID,FROM_FRA_N,TO_FRA_NOD,STATE_FIPS,STATE_FI_1,CNTY_FIPS,STATE_CNTY,STATE_ABRV,FRA_DIST_C,FRA_DIST,RR_OWNR_1,RR_OWNR_2,RR_OWNR_3,TRACK_RIGH,TRACK_RI_1,TRACK_RI_2,TRACK_RI_3,TRACK_RI_4,TRACK_RI_5,TRACK_RI_6,TRACK_RI_7,TRACK_RI_8,DIV,SUBDIV,BRNCH,YARDNAME,PASSGR_CD,PASSGR,STRTGC_NTW,STRTGC_N_1,TRACKS,NET_CD,RR_TYPE,MILES,KM,RR_STATUS,RR_COMPANY,RR_NBR,RR_ABRVN,RR_CLASSIF,geometry
2678,444242,369735,369748,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,BOOTH YARD INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.11868258,0.19100147,Active,Union Pacific,66,UP,F,"LINESTRING (-95.31190757499998 29.74065313500007, -95.31201011599995 29.74032186700002, -95.31197972999996 29.739987748000047, -95.311781211 29.739637714000033, -95.31175219799995 29.73962111100007, -95.31132730599994 29.739377948000033, -95.31115433099994 29.739278956000074)"
2679,444243,369714,369729,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,,,,,,,,,HOUSTON,HOUSTON EAST BELT,#N\A,,,,,,1,M,Main sub network,0.1633338,0.2628608,Active,Union Pacific,66,UP,F,"LINESTRING (-95.31330324399993 29.738626110000038, -95.31343238599999 29.73838821500004, -95.31344308399997 29.738368505000043, -95.31350099399998 29.738261830000056, -95.31353223199994 29.738178530000027, -95.31355740099995 29.738111414000063, -95.31356344299996 29.738095302000023, -95.31356811799998 29.738066308000043, -95.31358663899994 29.737951489000057, -95.31358946199997 29.73793397800005, -95.31358639499994 29.73783281000005, -95.31358425799999 29.73776224600004, -95.31357439799997 29.737715416000057, -95.31355124999997 29.737605448000075, -95.31354262799992 29.737564493000026, -95.31351115399997 29.73749525500005, -95.31346456799996 29.73739276100002, -95.31346319399994 29.73739073400002, -95.31341491099992 29.737319459000055, -95.31339886099994 29.73729576600004, -95.31337507599994 29.737260656000046, -95.31335528199996 29.737231437000034, -95.3133256 29.73720069500007, -95.31330491399996 29.737179270000045, -95.31329117999995 29.737165046000012, -95.31320957099996 29.73708052200004, -95.31314885499995 29.737041138000038, -95.31301702299999 29.736955627000036, -95.31301096099997 29.73695299000007, -95.31296800499996 29.73693431400005, -95.31290550399994 29.736907140000014, -95.31286835399999 29.73689098800002, -95.31277763899998 29.736851546000032, -95.31260156599997 29.73678286500007, -95.31252134899995 29.73675157500003)"
2680,444250,370262,370349,48,TX,201,48201,TX,5,District: 5,PTRA,,,UP,,,,,,,,,#N\A,CARNEGIE DISTRICT,SOUTH SIDE MAIN,,,,,,1,M,Main sub network,0.6467595,1.0408606,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.28062307099998 29.747623388000086, -95.28021171799996 29.747368066000014, -95.27203937099995 29.74196135000005)"
2681,444251,370450,370504,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,CARNEGIE DISTRICT,,,,,,,1,M,Main sub network,0.58775695,0.94590501,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.26415240299997 29.736654971000064, -95.25677040099997 29.73181770000008, -95.25632909199997 29.731536496000054)"
2702,444600,370604,370610,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,CLINTON INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.05830431,0.09383188,Active,Union Pacific,66,UP,F,"LINESTRING (-95.24070599499997 29.730235816000064, -95.23974183299997 29.730228000000064, -95.23973615899995 29.730227954000032)"
2703,444601,370610,370614,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,CLINTON INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.02603213,0.04189474,Active,Union Pacific,66,UP,F,"LINESTRING (-95.23973615899995 29.730227954000032, -95.23930313999993 29.730224444000044)"
2704,444602,371343,371347,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,ARCO INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.81072163,1.3047326,Active,Union Pacific,66,UP,F,"LINESTRING (-95.11927222599996 29.797685976000018, -95.11918286999996 29.792082897000043, -95.11913438399993 29.79172732500005, -95.11895121099995 29.791296328000055, -95.11875616999998 29.790803307000026, -95.11759356999994 29.787864517000042, -95.11757740799997 29.78759514400007, -95.11766360699993 29.787320383000058, -95.11787371799994 29.78708333500003, -95.11812692899997 29.786948649000067, -95.11875187499999 29.786684662000024)"
2705,444603,371344,371343,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,ARCO INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.88098097,1.41780428,Active,Union Pacific,66,UP,F,"LINESTRING (-95.11911296899996 29.810301197000054, -95.11917990999994 29.810189207000047, -95.11928253099994 29.810017531000017, -95.11939901799997 29.809780493000037, -95.11945885299997 29.809658741000064, -95.11958815799994 29.809320450000026, -95.11971084299994 29.808886381000033, -95.11975932999995 29.808326086000072, -95.11998782099992 29.803733361000074, -95.11975927299994 29.802656477000035, -95.11967851699995 29.802275969000053, -95.11964693099996 29.801847007000042, -95.11961166599997 29.799048165000045, -95.11935526999997 29.798434711000017, -95.11930603999996 29.798197219000038, -95.11927445799995 29.797825928000062, -95.11927222599996 29.797685976000018)"
2706,444604,371350,371344,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,ARCO INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.08053978,0.12961648,Active,Union Pacific,66,UP,F,"LINESTRING (-95.11840349799995 29.811285850000054, -95.11865658099998 29.81102580900006, -95.11887578699996 29.810728892000053, -95.11910205899994 29.810319444000076, -95.11911296899996 29.810301197000054)"
2707,444605,371370,371377,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,ARCO INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.37406004,0.60199249,Active,Union Pacific,66,UP,F,"LINESTRING (-95.11539010099996 29.835889672000068, -95.11522173099996 29.83046094200006)"
2708,444606,371378,371379,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,ARCO INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.34681814,0.55815081,Active,Union Pacific,66,UP,F,"LINESTRING (-95.11520129399997 29.829801950000046, -95.11514846799997 29.828098694000047, -95.11504518799995 29.82476857900009)"
2837,444969,368849,368858,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,,KATY EUREKA INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.1098221,0.17674189,Active,Union Pacific,66,UP,F,"LINESTRING (-95.44769703899999 29.79270760500001, -95.44586939999994 29.79273910000007)"
2838,444970,368858,368867,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,,KATY EUREKA INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.19927152,0.32069707,Active,Union Pacific,66,UP,F,"LINESTRING (-95.44586939999994 29.79273910000007, -95.44538706999998 29.792532387000037, -95.44516939999993 29.79243910100007, -95.44476871799996 29.791819504000042, -95.44469083599995 29.79169907200003, -95.44429647499997 29.790974998000028, -95.44402342699999 29.790785965000033, -95.44379220899997 29.790625892000033)"
2941,445333,370889,370975,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,HOUSTON,PASADENA DISTRICT,#N\A,,,,,,1,M,Main sub network,0.76375254,1.22914303,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.19044619299994 29.726742063000078, -95.18999339599998 29.72674880100004, -95.18899804399996 29.726763613000053, -95.18256326399995 29.72688860200002, -95.17873170199992 29.726957562000056, -95.17774471999995 29.72693601100008)"
2942,445335,370975,371026,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,HOUSTON,PASADENA DISTRICT,#N\A,,,,,,1,M,Main sub network,0.24951084,0.40154957,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.17774471999995 29.72693601100008, -95.17683987399992 29.726956345000087, -95.17582678499997 29.72697911000005, -95.17486135199995 29.726983420000064, -95.17442173499994 29.72695325100004, -95.17382254899996 29.726867653000063, -95.17360715099993 29.726836881000043)"
2943,445336,371026,371050,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,HOUSTON,PASADENA DISTRICT,#N\A,,,,,,1,M,Main sub network,0.21858152,0.35177357,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.17360715099993 29.726836881000043, -95.17298651599997 29.726724824000016, -95.17257706999999 29.726634314000034, -95.17199091299995 29.72645329600003, -95.17160301699994 29.72631106500005, -95.17031002599998 29.725737841000065, -95.17023247199994 29.72570336200003)"
2944,445337,371246,371310,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,HOUSTON,PASADENA DISTRICT,#N\A,,,,,,1,M,Main sub network,0.63590307,1.02338883,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.13627270899995 29.72058315800007, -95.12993059199994 29.720641345000026, -95.12645858399996 29.72065294200007, -95.12569627999994 29.720670649000052)"
2945,445342,371448,371365,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,HOUSTON,PASADENA DISTRICT,#N\A,,,,,,1,M,Main sub network,0.59404361,0.95602244,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.10600931399995 29.720866774000058, -95.10738742799997 29.72084825500007, -95.10919833799994 29.720838677000067, -95.11262347099995 29.72079497500005, -95.11307601799994 29.72079497600003, -95.11351778899996 29.72078958700008, -95.11391646099997 29.720784202000047, -95.11427203199997 29.72078958700008, -95.11588915899993 29.72076296200004)"
2951,445651,370187,370256,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,GLASS TRACK INDUSTRIAL LEAD,#N\A,GLASS,,,,,1,I,Major Industrial Lead,0.47602753,0.76609358,Active,Union Pacific,66,UP,F,"LINESTRING (-95.28826440499995 29.780141201000042, -95.28822743499997 29.78079725500003, -95.28820171199999 29.780913014000078, -95.28816925099994 29.781059088000063, -95.28806257899998 29.781262733000073, -95.28787832899995 29.781466379000047, -95.28767791699994 29.78161184000004, -95.28736436499997 29.78176699900006, -95.28703465199997 29.781818719000057, -95.28431290899994 29.781844578000058, -95.28369873799994 29.781960948000048, -95.28235725999997 29.781980342000054, -95.28216992999995 29.781970854000065, -95.28193703899997 29.781938320000055, -95.28171076599995 29.78187367100003)"
2954,445654,371347,371468,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,BAYTOWN,#N\A,,,,,,1,M,Main sub network,0.99188418,1.59628604,Active,Union Pacific,66,UP,F,"LINESTRING (-95.11875187499999 29.786684662000024, -95.11803027299997 29.78692184100003, -95.11705811999995 29.787225370000026, -95.11624782499995 29.787478362000048, -95.10990216099998 29.789374205000062, -95.10789502099998 29.789959163000052, -95.10607106499997 29.790472868000037, -95.10335044799996 29.791265630000055, -95.10312794699996 29.791334739000042)"
2956,445656,371037,371078,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,BAYTOWN,#N\A,,,,,,1,M,Main sub network,0.24702747,0.39755298,Active,Union Pacific,66,UP,F,"LINESTRING (-95.17102566899995 29.76737924300005, -95.16832655099995 29.76745466700004, -95.16784168099996 29.767470830000025, -95.16739990999997 29.767503155000036, -95.16693120099995 29.767600129000073)"
2958,445658,370294,370409,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,BAYTOWN,#N\A,,,,,,1,M,Main sub network,0.51492037,0.82868567,Active,Union Pacific,66,UP,F,"LINESTRING (-95.276178325 29.768096569000072, -95.27547832499994 29.768096568000036, -95.27290326999996 29.768171993000074, -95.26761213099995 29.768268195000076)"
2959,445659,370810,370997,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,BAYTOWN,#N\A,,,,,,1,M,Main sub network,1.21878606,1.96144996,Active,Union Pacific,66,UP,F,"LINESTRING (-95.19613122699995 29.766781235000053, -95.18851172699998 29.76695533300005, -95.18190294899993 29.767136808000025, -95.18100633899996 29.767130757000068, -95.17585807299996 29.767271535000088)"
2960,445660,370770,370810,48,TX,201,48201,TX,5,District: 5,UP,,,BNSF,PTRA,,,,,,,,HOUSTON,BAYTOWN,#N\A,,,,,,1,M,Main sub network,0.38120906,0.61349774,Active,Union Pacific,66,UP,F,"LINESTRING (-95.20247143099994 29.766600815000054, -95.19677098899996 29.76676847400006, -95.19613122699995 29.766781235000053)"
2961,445662,370752,370771,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,NORTH DISTRICT,,,,,,,1,M,Main sub network,0.21189996,0.34102061,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20492679299996 29.754896501000072, -95.20348295499996 29.75620026600006, -95.20243951399999 29.757076276000085)"
2962,445663,370759,370781,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.2251619,0.36236368,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20378465199995 29.75569384500004, -95.20270284999998 29.756437315000024, -95.20259926999995 29.756492939000054, -95.20200463499998 29.756812281000055, -95.20164906199996 29.75692218400008, -95.20135813899998 29.75697390600004, -95.20100256799998 29.75698037000007, -95.20048537199995 29.756935115000022)"
2963,445664,370723,370752,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,#N\A,NORTH DISTRICT,NORTH SIDE MAIN,,,,,,1,M,Main sub network,0.59589219,0.95899743,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.21245804699998 29.749443791000044, -95.21132709299995 29.749767640000083, -95.21035735199997 29.75024173600007, -95.20975395699996 29.75072660800004, -95.20685041599995 29.753234801000072, -95.20639067899997 29.75363193900006, -95.20550080599998 29.75440064600007, -95.20492679299996 29.754896501000072)"
3023,445831,368888,368894,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,KATY EUREKA INDUSTRIAL LEAD,#N\A,,,,,,1,I,Major Industrial Lead,0.09794587,0.15762891,Active,Union Pacific,66,UP,F,"LINESTRING (-95.43853733199995 29.783392729000074, -95.43808944899996 29.783676542000038, -95.43781076499994 29.78379595800004, -95.43747830099994 29.78389831600002, -95.43729725999997 29.783928000000067, -95.43707188799998 29.78396495400006)"
3025,445839,369068,369061,48,TX,201,48201,TX,5,District: 5,UP,,,,,,,,,,,,HOUSTON,POPP,#N\A,,,,,,1,M,Main sub network,0.16319066,0.26263043,Active,Union Pacific,66,UP,F,"LINESTRING (-95.39605910599994 29.671980391000023, -95.39653280099998 29.67079496100007, -95.39653728799999 29.670783733000057, -95.39654625299994 29.670761299000045, -95.39695300999993 29.669743382000025)"
3026,445848,370771,370955,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,#N\A,NORTH DISTRICT,NORTH SIDE MAIN,,,,,,1,M,Main sub network,1.50510854,2.42224224,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20243951399999 29.757076276000085, -95.20188156099992 29.75756864100003, -95.20139261999998 29.75802122700001, -95.20035822699997 29.758904770000054, -95.19912988699997 29.759993037000058, -95.19752442399992 29.761329127000064, -95.19663010599997 29.762018721000057, -95.19567329399996 29.76265444200004, -95.19433720399995 29.76338713700005, -95.19272096499998 29.76409828100003, -95.19148185099999 29.76451850300002, -95.19021040999996 29.764884850000026, -95.18837867499997 29.765251197000058, -95.18411180599996 29.766134740000034, -95.18330368699996 29.766177840000047, -95.18260331899994 29.766177840000047, -95.18175210099997 29.76605931700002, -95.18094397999995 29.76583304200005, -95.18077845599998 29.765762939000048)"
3027,445850,370759,370758,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.19651299,0.31625763,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20378465199995 29.75569384500004, -95.20398290999997 29.75549343000006, -95.20423007999995 29.755093711000033, -95.20425874799996 29.755047350000037, -95.20438804699995 29.754605578000064, -95.20442037199994 29.754153032000033, -95.20428029799996 29.753581961000062, -95.20395368399994 29.753073894000075, -95.20395058599996 29.753069075000035)"
3028,445852,370752,370759,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.08790895,0.14147602,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20492679299996 29.754896501000072, -95.20378465199995 29.75569384500004)"
3029,445855,370771,370939,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,1.44554653,2.32638629,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20243951399999 29.757076276000085, -95.20194214099995 29.757417832000037, -95.20138184399997 29.757633330000033, -95.20129966499995 29.757639308000012, -95.20078922499994 29.757676430000068, -95.19483500499996 29.757762629000048, -95.19407214099992 29.757743233000024, -95.19347090099996 29.757672120000077, -95.19284379999999 29.757568680000066, -95.19202275199994 29.757400592000064, -95.19100128899998 29.757019160000024, -95.18987638799994 29.75646317400002, -95.18935272699997 29.756120531000075, -95.18882260099997 29.755739099000046, -95.18650814899996 29.753683244000047, -95.18571295999998 29.752894521000034, -95.18477554299994 29.752054077000032, -95.18297828599997 29.75043784000008, -95.18213784199997 29.749655581000063)"
3030,445856,370737,370758,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.2642982,0.42534758,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20797751599996 29.753115731000026, -95.20760974899996 29.753398787000034, -95.20715720099996 29.75353886100004, -95.20639067899997 29.75363193900006, -95.20578970699995 29.753704914000036, -95.20564871299996 29.753722035000063, -95.20501299299997 29.75365738500005, -95.20437727199997 29.753366463000063, -95.20395273599996 29.753070573000052, -95.20395058599996 29.753069075000035)"
3031,445857,370758,370766,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.08690478,0.13985996,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20395058599996 29.753069075000035, -95.20293558799995 29.752170447000033)"
3032,445858,370766,370806,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.58029509,0.93389629,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.20293558799995 29.752170447000033, -95.20260883699996 29.751743923000056, -95.20208867999997 29.75106493900006, -95.19712607399997 29.746540710000033, -95.19711739599995 29.746532798000032, -95.19648356899995 29.745925305000068)"
3033,445859,370940,370926,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,,GREENSPORT INDUSTRIAL LEAD,,,,,,,1,I,Major Industrial Lead,0.24240969,0.39012136,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.18201500799994 29.74897029600003, -95.18192449899999 29.748407845000028, -95.18211844699992 29.747897114000068, -95.18249987899996 29.747593262000073, -95.18304939999996 29.747392849000054, -95.18396095799994 29.747257084000072, -95.18465270699993 29.747056670000067)"
3034,445860,371089,371111,48,TX,201,48201,TX,5,District: 5,PTRA,,,,,,,,,,,,#N\A,NORTH DISTRICT,NORTH SIDE MAIN,PENN CITY,,,,,1,M,Main sub network,0.5062191,0.8146823,Active,Port Terminal Railroad Association,12,PTRA,F,"LINESTRING (-95.16453378099997 29.75841989900006, -95.16259429499998 29.758441449000024, -95.16149525499998 29.758387574000036, -95.16020226399995 29.758247500000035, -95.15917864799995 29.758085875000056, -95.15621436799995 29.757499197000072)"
